cr714__answersid,cr714_basescore,cr714_explanation,cr714_howcalculated,importsequencenumber,cr714_name,cr714_response,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,owningbusinessunit,cr714_parentid,cr714_questionid
ce8ad6e7-77ac-f111-aaac-7c1e5215f4b4,0,NA,,,,No Impact,1,0,,,26990638,04d25798-3a42-ee11-bdf5-000d3a8fd327,b6bf7fc9-5eac-f111-aaac-7c1e527cdbd8,fc7f63d0-9189-f011-b4cc-002248271486
7f98e1e7-77ac-f111-aaac-70a8a53eb3d2,1,Only local resources,,,,Low Impact,1,0,,,26990636,04d25798-3a42-ee11-bdf5-000d3a8fd327,b6bf7fc9-5eac-f111-aaac-7c1e527cdbd8,300edd89-9289-f011-b4cc-7c1e527d2157
de8ad6e7-77ac-f111-aaac-7c1e5215f4b4,5,Part of GLIMS implementation and Digital enabler,,,,Moderate Impact,1,0,,,26990634,04d25798-3a42-ee11-bdf5-000d3a8fd327,b6bf7fc9-5eac-f111-aaac-7c1e527cdbd8,3182c040-9289-f011-b4cc-7c1e527cd923
089aad3e-77ac-f111-aaac-70a8a53eb3d2,1,Low complexity and local resources can implement,,,,Low Impact,1,0,,,26990607,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,cba1c26b-9289-f011-b4cc-7c1e527d2157
a6e0b439-77ac-f111-aaac-7c1e5215f4b4,0,NA,,,,No Impact,1,0,,,26990605,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,c91de0e9-9189-f011-b4cc-7c1e527d2157
48ce883b-77ac-f111-aaac-0022481fc755,0,NA,,,,No Impact,1,0,,,26990603,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,31d4e7e3-9189-f011-b4cc-7c1e527d2157
4c45ec3d-77ac-f111-aaac-000d3a8cdfc7,0,NA,,,,No Impact,1,0,,,26990601,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,09e36ed6-9189-f011-b4cc-002248271486
6ea5b238-77ac-f111-aaac-70a8a53eb3d2,10,Part of MBO Transformation,,,,High Impact,1,0,,,26990599,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,124ef45c-9289-f011-b4cc-002248271486
b7adeb3d-77ac-f111-aaac-7c1e527cdbd8,0,NA,,,,No Impact,1,0,,,26990597,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,23511df6-9189-f011-b4cc-7c1e527d2157
8345ec3d-77ac-f111-aaac-000d3a8cdfc7,1,local resources for implementation,,,,Low Impact,1,0,,,26990595,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,a633db83-9289-f011-b4cc-7c1e527d2157
7adc283a-77ac-f111-aaac-000d3a99ae1b,1,NA,,,,Low Impact,1,0,,,26990593,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,40a9de76-9289-f011-b4cc-7c1e527cd923
8045ec3d-77ac-f111-aaac-000d3a8cdfc7,1,No standards in place,,,,Low Impact,1,0,,,26990590,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,c29afc0a-9289-f011-b4cc-7c1e527d2157
2ece883b-77ac-f111-aaac-0022481fc755,0,NA,,,,No Impact,1,0,,,26990588,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,6e1c0e50-9289-f011-b4cc-002248271486
3cce883b-77ac-f111-aaac-0022481fc755,5,Reduction of  0.07 OY in contractors,,,,Moderate Impact,1,0,,,26990586,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,740adf46-9289-f011-b4cc-7c1e527cd923
6ddc283a-77ac-f111-aaac-000d3a99ae1b,0,NA,,,,No Impact,1,0,,,26990584,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,fc7f63d0-9189-f011-b4cc-002248271486
7ddc283a-77ac-f111-aaac-000d3a99ae1b,1,Only local resources,,,,Low Impact,1,0,,,26990582,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,300edd89-9289-f011-b4cc-7c1e527d2157
9ec3ce3d-77ac-f111-aaac-7c1e52fd84c7,1,Necessary to standarize QC processes for future automation,,,,Low Impact,1,0,,,26990580,04d25798-3a42-ee11-bdf5-000d3a8fd327,09d20795-5fac-f111-aaac-000d3a8cdfc7,3182c040-9289-f011-b4cc-7c1e527cd923
f2733b75-75ac-f111-aaac-000d3a8cdfc7,1,Local resources have capability to implement,,,,Low Impact,1,0,,,26990553,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,cba1c26b-9289-f011-b4cc-7c1e527d2157
efcdf06e-75ac-f111-aaac-7c1e527cdbd8,0,NA,,,,No Impact,1,0,,,26990551,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,09e36ed6-9189-f011-b4cc-002248271486
e2be1f72-75ac-f111-aaac-7c1e5215f4b4,0,NA,,,,No Impact,1,0,,,26990549,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,31d4e7e3-9189-f011-b4cc-7c1e527d2157
0a1ed573-75ac-f111-aaac-0022481fc755,0,NA,,,,No Impact,1,0,,,26990547,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,c91de0e9-9189-f011-b4cc-7c1e527d2157
cdbe1f72-75ac-f111-aaac-7c1e5215f4b4,10,Part of MBO Transformation,,,,High Impact,1,0,,,26990545,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,124ef45c-9289-f011-b4cc-002248271486
38170675-75ac-f111-aaac-7c1e527cdbd8,0,NA,,,,No Impact,1,0,,,26990543,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,23511df6-9189-f011-b4cc-7c1e527d2157
ecbe1f72-75ac-f111-aaac-7c1e5215f4b4,1,Project almost completed,,,,Low Impact,1,0,,,26990541,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,a633db83-9289-f011-b4cc-7c1e527d2157
809e3b6f-75ac-f111-aaac-000d3a8cdfc7,1,NA,,,,Low Impact,1,0,,,26990539,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,40a9de76-9289-f011-b4cc-7c1e527cd923
819e3b6f-75ac-f111-aaac-000d3a8cdfc7,0,NA,,,,No Impact,1,0,,,26990537,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,c29afc0a-9289-f011-b4cc-7c1e527d2157
cabe1f72-75ac-f111-aaac-7c1e5215f4b4,0,NA,,,,No Impact,1,0,,,26990535,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,6e1c0e50-9289-f011-b4cc-002248271486
d7be1f72-75ac-f111-aaac-7c1e5215f4b4,10,0.78 OY,,,,High Impact,1,0,,,26990533,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,740adf46-9289-f011-b4cc-7c1e527cd923
c2be1f72-75ac-f111-aaac-7c1e5215f4b4,0,NA,,,,No Impact,1,0,,,26990531,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,fc7f63d0-9189-f011-b4cc-002248271486
191ed573-75ac-f111-aaac-0022481fc755,1,Only local resources,,,,Low Impact,1,0,,,26990529,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,300edd89-9289-f011-b4cc-7c1e527d2157
7e9e3b6f-75ac-f111-aaac-000d3a8cdfc7,1,Performance indicators are necessary or day-to-day busines decisions,,,,Low Impact,1,0,,,26990527,04d25798-3a42-ee11-bdf5-000d3a8fd327,257ef099-74ac-f111-aaac-7c1e52fd84c7,3182c040-9289-f011-b4cc-7c1e527cd923
decdf06e-75ac-f111-aaac-7c1e527cdbd8,1,No impact,,,,Low Impact,1,0,,,26990523,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,40a9de76-9289-f011-b4cc-7c1e527cd923
5f7ed66c-75ac-f111-aaac-7c1e52fd84c7,10,50% of success rate. Complex submission to reduce stability testing,,,,High Impact,1,0,,,26990521,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,cba1c26b-9289-f011-b4cc-7c1e527d2157
fc35236c-75ac-f111-aaac-7c1e5215f4b4,10,Part of MBO Transformation,,,,High Impact,1,0,,,26990519,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,124ef45c-9289-f011-b4cc-002248271486
5e7ed66c-75ac-f111-aaac-7c1e52fd84c7,0,NA,,,,No Impact,1,0,,,26990517,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,23511df6-9189-f011-b4cc-7c1e527d2157
e0cdf06e-75ac-f111-aaac-7c1e527cdbd8,5,Change control and testing insourcing,,,,Moderate Impact,1,0,,,26990515,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,a633db83-9289-f011-b4cc-7c1e527d2157
dfcdf06e-75ac-f111-aaac-7c1e527cdbd8,1,QC needs to improve capacity,,,,Low Impact,1,0,,,26990513,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,c29afc0a-9289-f011-b4cc-7c1e527d2157
1c471a6c-75ac-f111-aaac-000d3a99ae1b,0,NA,,,,No Impact,1,0,,,26990511,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,6e1c0e50-9289-f011-b4cc-002248271486
d9cdf06e-75ac-f111-aaac-7c1e527cdbd8,15,Reduction in contractor cost and FTE,,,,Critical Impact,1,0,,,26990509,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,740adf46-9289-f011-b4cc-7c1e527cd923
18471a6c-75ac-f111-aaac-000d3a99ae1b,0,NA,,,,No Impact,1,0,,,26990507,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,fc7f63d0-9189-f011-b4cc-002248271486
e1cdf06e-75ac-f111-aaac-7c1e527cdbd8,1,Internalizing testing and RA submission,,,,Low Impact,1,0,,,26990505,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,300edd89-9289-f011-b4cc-7c1e527d2157
1e471a6c-75ac-f111-aaac-000d3a99ae1b,0,N/A,,,,No Impact,1,0,,,26990503,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,3182c040-9289-f011-b4cc-7c1e527cd923
20471a6c-75ac-f111-aaac-000d3a99ae1b,0,,,,,No Impact,1,0,,,26990475,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,c91de0e9-9189-f011-b4cc-7c1e527d2157
0d36236c-75ac-f111-aaac-7c1e5215f4b4,0,,,,,No Impact,1,0,,,26990474,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,31d4e7e3-9189-f011-b4cc-7c1e527d2157
f635236c-75ac-f111-aaac-7c1e5215f4b4,0,,,,,No Impact,1,0,,,26990466,04d25798-3a42-ee11-bdf5-000d3a8fd327,8611184e-75ac-f111-aaac-7c1e5215f4b4,09e36ed6-9189-f011-b4cc-002248271486
5c03ff0c-5fac-f111-aaac-0022481fc755,1,A similar project has already been completed for 300SW.  Very well understood technical solution and prior experience makes this a simple solution to implement.,Prior experience,,,Low Impact,1,0,,,26990163,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,cba1c26b-9289-f011-b4cc-7c1e527d2157
bbc94609-5fac-f111-aaac-7c1e5215f4b4,0,47 mT CO2 saved per year.,"Total carbon emissions for 400SW is 4,700 mT  per year.  Scaled based on the equivalent energy savings per year",,,No Impact,1,0,,,26990161,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,09e36ed6-9189-f011-b4cc-002248271486
2e75e206-5fac-f111-aaac-0022481fc755,5,Helps with value creation goals as well as Sustainbility goals.,,,,Moderate Impact,1,0,,,26990159,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,124ef45c-9289-f011-b4cc-002248271486
b946e20c-5fac-f111-aaac-7c1e52fd84c7,1,Software as a service (SaaS).  Will require minimal effort from the Takeda side - just transferring of engineering documents and review of the resulting data.,,,,Low Impact,1,0,,,26990155,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,a633db83-9289-f011-b4cc-7c1e527d2157
605a7309-5fac-f111-aaac-000d3a99ae1b,1,No impact to manufacturing operations.  Platform is SaaS and does not require any physical sensors - it uses the existing BMS data for alalysis.,,,,Low Impact,1,0,,,26990153,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,40a9de76-9289-f011-b4cc-7c1e527cd923
7370700b-5fac-f111-aaac-7c1e527cdbd8,1,Estimated $40k per year annual savings minimum.,"Rule of thumb is that the Clockworks FDD platform typically saves 1-3% of energy cost per year.  Assuming the low end of 1% on $4MM annual utility spend for 400SW gives an estimated savings of $40,000 for the first year.",,,Low Impact,1,0,,,26990151,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,740adf46-9289-f011-b4cc-7c1e527cd923
7270700b-5fac-f111-aaac-7c1e527cdbd8,1,"Clockworks runs in the background, analyzing BMS data to identify equipment operational faults which lead to energy savings opportunites.",,,,Low Impact,1,0,,,26990145,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,3182c040-9289-f011-b4cc-7c1e527cd923
5e03ff0c-5fac-f111-aaac-0022481fc755,1,Proposal from vendor,,,,Low Impact,1,0,,,26990141,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,300edd89-9289-f011-b4cc-7c1e527d2157
b846e20c-5fac-f111-aaac-7c1e52fd84c7,0,,,,,No Impact,1,0,,,26989965,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,c29afc0a-9289-f011-b4cc-7c1e527d2157
625a7309-5fac-f111-aaac-000d3a99ae1b,0,,,,,No Impact,1,0,,,26989964,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,23511df6-9189-f011-b4cc-7c1e527d2157
259bc407-5fac-f111-aaac-000d3a8cdfc7,0,,,,,No Impact,1,0,,,26989962,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,c91de0e9-9189-f011-b4cc-7c1e527d2157
2f75e206-5fac-f111-aaac-0022481fc755,0,,,,,No Impact,1,0,,,26989961,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,31d4e7e3-9189-f011-b4cc-7c1e527d2157
bcc94609-5fac-f111-aaac-7c1e5215f4b4,0,,,,,No Impact,1,0,,,26989955,04d25798-3a42-ee11-bdf5-000d3a8fd327,ae571fd7-aaab-f111-aaac-0022481fc755,6e1c0e50-9289-f011-b4cc-002248271486
